id,recipient_username,type,title,title_th,message,message_th,related_id,is_read,created_at,created_by
76,supsup,version_update,อัพเดท v2.1.5,อัพเดท v2.1.5,"แก้ไขไอคอน PWA/iOS แสดงไม่ถูกต้อง — เปลี่ยนจาก SVG เป็น PNG (192×192, 512×512) • ใช้ ImageMagick render PNG ก่อน deploy เพื่อหลีกเลี่ยงปัญหา font rendering ใน SVG context","แก้ไขไอคอน PWA/iOS แสดงไม่ถูกต้อง — เปลี่ยนจาก SVG เป็น PNG (192×192, 512×512) • ใช้ ImageMagick render PNG ก่อน deploy เพื่อหลีกเลี่ยงปัญหา font rendering ใน SVG context",2.1.5,0,2026-03-22T00:00:00.000Z,system
77,supsup,version_update,อัพเดท v2.1.4,อัพเดท v2.1.4,แก้ไขไอคอน Browser Tab แสดงแค่ตัว 'C' — เปลี่ยน favicon จาก SVG เป็น PNG • SVG favicon ไม่รองรับ Google Fonts — ใช้ favicon.png แทนเพื่อแสดงโลโก้ CBH ถูกต้อง,แก้ไขไอคอน Browser Tab แสดงแค่ตัว 'C' — เปลี่ยน favicon จาก SVG เป็น PNG • SVG favicon ไม่รองรับ Google Fonts — ใช้ favicon.png แทนเพื่อแสดงโลโก้ CBH ถูกต้อง,2.1.4,0,2026-03-22T00:00:00.000Z,system
78,supsup,version_update,อัพเดท v2.1.3,อัพเดท v2.1.3,Rebranding: เปลี่ยน app identity เป็น CBH (Chann Back House) เต็มรูปแบบ • โลโก้ใหม่: Data House icon (หลังคา + 3 bars + CBH text) gradient เขียวเข้ม #021008→#10b981 (+1 รายการ),Rebranding: เปลี่ยน app identity เป็น CBH (Chann Back House) เต็มรูปแบบ • โลโก้ใหม่: Data House icon (หลังคา + 3 bars + CBH text) gradient เขียวเข้ม #021008→#10b981 (+1 รายการ),2.1.3,0,2026-03-22T00:00:00.000Z,system
79,supsup,version_update,อัพเดท v2.1.2,อัพเดท v2.1.2,Chann AI: อัพเกรดใช้ Claude (claude-sonnet-4-5) เป็น AI หลัก — ทั้ง tool calling และ streaming • Chann AI: เพิ่ม Model Selector — เลือก Claude / GPT-4o / Gemini ได้จาก UI (+4 รายการ),Chann AI: อัพเกรดใช้ Claude (claude-sonnet-4-5) เป็น AI หลัก — ทั้ง tool calling และ streaming • Chann AI: เพิ่ม Model Selector — เลือก Claude / GPT-4o / Gemini ได้จาก UI (+4 รายการ),2.1.2,0,2026-03-15T00:00:00.000Z,system
80,supsup,version_update,อัพเดท v2.0.9,อัพเดท v2.0.9,Agent Requests: เปลี่ยนเป็น Chat Interface — ส่ง request ผ่านช่องแชทได้เลย • AI ตอบกลับอัตโนมัติด้วย OpenAI — Replit Agent ตอบรับทุก request ใน 2-3 วินาที (+1 รายการ),Agent Requests: เปลี่ยนเป็น Chat Interface — ส่ง request ผ่านช่องแชทได้เลย • AI ตอบกลับอัตโนมัติด้วย OpenAI — Replit Agent ตอบรับทุก request ใน 2-3 วินาที (+1 รายการ),2.0.9,0,2026-03-07T00:00:00.000Z,system
81,supsup,version_update,อัพเดท v2.0.8,อัพเดท v2.0.8,"Desktop nav: Staff เห็นแค่ Dashboard + My Work, Manager เห็นทุก feature menu • Roster ออกจาก desktop nav bar (Roster data อยู่ใน My Work อยู่แล้ว) (+2 รายการ)","Desktop nav: Staff เห็นแค่ Dashboard + My Work, Manager เห็นทุก feature menu • Roster ออกจาก desktop nav bar (Roster data อยู่ใน My Work อยู่แล้ว) (+2 รายการ)",2.0.8,0,2026-03-04T00:00:00.000Z,system
82,supsup,version_update,อัพเดท v2.0.7,อัพเดท v2.0.7,"Profile Dropdown & Mobile Sidebar: redesign ให้เหมือน BK Corporate Portal — avatar + ชื่อ + email + เมนู • Desktop Dropdown: header สีน้ำตาล (primary) พร้อม avatar ใหญ่, ชื่อ, email, ปุ่มแก้ไข, ออกจากระบบ (+3 รายการ)","Profile Dropdown & Mobile Sidebar: redesign ให้เหมือน BK Corporate Portal — avatar + ชื่อ + email + เมนู • Desktop Dropdown: header สีน้ำตาล (primary) พร้อม avatar ใหญ่, ชื่อ, email, ปุ่มแก้ไข, ออกจากระบบ (+3 รายการ)",2.0.7,0,2026-03-04T00:00:00.000Z,system
83,supsup,version_update,อัพเดท v2.0.6,อัพเดท v2.0.6,"Dashboard: การ์ดบนซ้ายแสดงทีมผู้จัดการ, การ์ดขวาล่างแสดงพนักงาน — แสดงชื่อจริง (ชื่อเล่น) + กะงาน","Dashboard: การ์ดบนซ้ายแสดงทีมผู้จัดการ, การ์ดขวาล่างแสดงพนักงาน — แสดงชื่อจริง (ชื่อเล่น) + กะงาน",2.0.6,0,2026-03-03T00:00:00.000Z,system
85,supsup,version_update,อัพเดท v2.0.4,อัพเดท v2.0.4,Daily Sales: แก้ไขบั๊ก ส่งผ่านไลน์ไม่แสดงข้อมูลตารางงาน — ระบบจะบันทึกฟอร์มอัตโนมัติก่อนส่งไปไลน์ทุกครั้ง,Daily Sales: แก้ไขบั๊ก ส่งผ่านไลน์ไม่แสดงข้อมูลตารางงาน — ระบบจะบันทึกฟอร์มอัตโนมัติก่อนส่งไปไลน์ทุกครั้ง,2.0.4,0,2026-03-02T00:00:00.000Z,system
86,supsup,version_update,อัพเดท v2.0.3,อัพเดท v2.0.3,Weekly Sales: Unaccounted Top 3 ดึงรายการจากระบบยืมคืน (Borrow Items) แทนการใช้ BK-CR categories,Weekly Sales: Unaccounted Top 3 ดึงรายการจากระบบยืมคืน (Borrow Items) แทนการใช้ BK-CR categories,2.0.3,0,2026-03-02T00:00:00.000Z,system
87,supsup,version_update,อัพเดท v2.0.2,อัพเดท v2.0.2,Daily Sales: แสดง banner แจ้งเตือนส่งรายงานเมื่อวาน (ก่อน 20:00 น.) • Weekly Sales: แสดง banner แจ้งเตือนสัปดาห์ที่ต้องส่ง (วันอังคารก่อน 20:00 น.) (+3 รายการ),Daily Sales: แสดง banner แจ้งเตือนส่งรายงานเมื่อวาน (ก่อน 20:00 น.) • Weekly Sales: แสดง banner แจ้งเตือนสัปดาห์ที่ต้องส่ง (วันอังคารก่อน 20:00 น.) (+3 รายการ),2.0.2,0,2026-03-02T00:00:00.000Z,system
88,supsup,version_update,อัพเดท v2.0.1,อัพเดท v2.0.1,เปลี่ยน dropdown Waste Top 3 / Unaccounted Top 3 ในรายงานสัปดาห์ให้ใช้ BK-CR categories (32 รายการ) • ลบการดึงข้อมูลจาก Borrow Tracker ออก — ใช้รายการ BK-CR มาตรฐานแทน,เปลี่ยน dropdown Waste Top 3 / Unaccounted Top 3 ในรายงานสัปดาห์ให้ใช้ BK-CR categories (32 รายการ) • ลบการดึงข้อมูลจาก Borrow Tracker ออก — ใช้รายการ BK-CR มาตรฐานแทน,2.0.1,0,2026-03-02T00:00:00.000Z,system
89,supsup,version_update,อัพเดท v2.0.0,อัพเดท v2.0.0,อัพเกรด Chann AI เป็น gpt-4o ทั้งระบบ (จาก gpt-4o-mini) — ฉลาดและแม่นยำขึ้น • ปรับ system prompt ให้ Chann ตอบกระชับและรวดเร็วขึ้น (+3 รายการ),อัพเกรด Chann AI เป็น gpt-4o ทั้งระบบ (จาก gpt-4o-mini) — ฉลาดและแม่นยำขึ้น • ปรับ system prompt ให้ Chann ตอบกระชับและรวดเร็วขึ้น (+3 รายการ),2.0.0,0,2026-03-01T00:00:00.000Z,system
90,supsup,version_update,อัพเดท v1.9.0,อัพเดท v1.9.0,เพิ่ม Role 'Area Manager' (role=area) — อ่านข้อมูลได้เหมือน Manager • ระบบปลดล็อก 30 นาที: กรอกรหัสผ่านก่อนแก้ไขข้อมูล (+3 รายการ),เพิ่ม Role 'Area Manager' (role=area) — อ่านข้อมูลได้เหมือน Manager • ระบบปลดล็อก 30 นาที: กรอกรหัสผ่านก่อนแก้ไขข้อมูล (+3 รายการ),1.9.0,0,2026-02-27T00:00:00.000Z,system
91,supsup,version_update,อัพเดท v1.8.2,อัพเดท v1.8.2,เพิ่ม Survey Count ในรายงาน LINE Daily Report ต่อจากบรรทัด OSAT • แสดงชื่อจริง (fullName) แทน username ใน Staff Working Today บน Dashboard (+1 รายการ),เพิ่ม Survey Count ในรายงาน LINE Daily Report ต่อจากบรรทัด OSAT • แสดงชื่อจริง (fullName) แทน username ใน Staff Working Today บน Dashboard (+1 รายการ),1.8.2,0,2026-02-26T00:00:00.000Z,system
92,supsup,version_update,อัพเดท v1.8.1,อัพเดท v1.8.1,"แก้ไข Waste double-counting — settings-page save รีเซ็ต wasteMealDaily เป็น 0 ถูกต้อง • แก้ไข OData endpoint ใช้ field ชื่อผิด (targetAmount → targetSales, wasteAmount → wasteRawDaily) (+3 รายการ)","แก้ไข Waste double-counting — settings-page save รีเซ็ต wasteMealDaily เป็น 0 ถูกต้อง • แก้ไข OData endpoint ใช้ field ชื่อผิด (targetAmount → targetSales, wasteAmount → wasteRawDaily) (+3 รายการ)",1.8.1,0,2026-02-26T00:00:00.000Z,system
93,supsup,version_update,อัพเดท v1.8.0,อัพเดท v1.8.0,"Chann AI: เพิ่ม tools ครอบคลุมทุก storage operation (read + write) • Read tools ใหม่: getWasteTarget, getStoreSettings, getSystemLogs, getBorrowTransactions, getMtdSummary, getLaborSettings ฯลฯ (+3 รายการ)","Chann AI: เพิ่ม tools ครอบคลุมทุก storage operation (read + write) • Read tools ใหม่: getWasteTarget, getStoreSettings, getSystemLogs, getBorrowTransactions, getMtdSummary, getLaborSettings ฯลฯ (+3 รายการ)",1.8.0,0,2026-02-25T00:00:00.000Z,system
94,supsup,version_update,อัพเดท v1.7.2,อัพเดท v1.7.2,"Timezone: ระบบทั้งหมดใช้ Asia/Bangkok (UTC+7) อย่างสอดคล้องกัน • เพิ่ม nowIso(), todayBangkok(), nowBangkok() ใน server/utils.ts (+2 รายการ)","Timezone: ระบบทั้งหมดใช้ Asia/Bangkok (UTC+7) อย่างสอดคล้องกัน • เพิ่ม nowIso(), todayBangkok(), nowBangkok() ใน server/utils.ts (+2 รายการ)",1.7.2,0,2026-02-26T00:00:00.000Z,system
95,supsup,version_update,อัพเดท v1.7.1,อัพเดท v1.7.1,"แก้ไข Borrow pages (Items, Branches, Dashboard) ใช้ GET queryFn แต่ backend ต้องการ POST • ลบ Toaster ซ้ำใน App.tsx (+2 รายการ)","แก้ไข Borrow pages (Items, Branches, Dashboard) ใช้ GET queryFn แต่ backend ต้องการ POST • ลบ Toaster ซ้ำใน App.tsx (+2 รายการ)",1.7.1,0,2026-02-25T00:00:00.000Z,system
96,supsup,version_update,อัพเดท v1.7.0,อัพเดท v1.7.0,"Chann AI: Full Agent Access — role-based write permissions (Admin=all, Manager=roster+reports, Staff=read-only) • tools ใหม่: createUser, updateUserProfile, resetUserPassword, addBorrowTransaction, executeSqlQuery (+1 รายการ)","Chann AI: Full Agent Access — role-based write permissions (Admin=all, Manager=roster+reports, Staff=read-only) • tools ใหม่: createUser, updateUserProfile, resetUserPassword, addBorrowTransaction, executeSqlQuery (+1 รายการ)",1.7.0,0,2026-02-25T00:00:00.000Z,system
97,supsup,version_update,อัพเดท v1.6.0,อัพเดท v1.6.0,"Chann AI: เพิ่ม write tools สำหรับ Admin (saveDailySales, saveDailyTarget, saveShift ฯลฯ) • Sales Settings: เพิ่ม 5 คอลัมน์ใหม่ (LY Sales, Forecast, LY TC, Target TC, Target TA) + 10 คอลัมน์คำนวณ (+3 รายการ)","Chann AI: เพิ่ม write tools สำหรับ Admin (saveDailySales, saveDailyTarget, saveShift ฯลฯ) • Sales Settings: เพิ่ม 5 คอลัมน์ใหม่ (LY Sales, Forecast, LY TC, Target TC, Target TA) + 10 คอลัมน์คำนวณ (+3 รายการ)",1.6.0,0,2026-02-21T00:00:00.000Z,system
98,supsup,version_update,อัพเดท v1.5.0,อัพเดท v1.5.0,"เพิ่มระบบสมัครสมาชิกใหม่ให้ผู้ใช้กำหนด Username เองได้ • เพิ่มช่อง Email, เบอร์โทร, ยืนยันรหัสผ่านในฟอร์มสมัคร (+2 รายการ)","เพิ่มระบบสมัครสมาชิกใหม่ให้ผู้ใช้กำหนด Username เองได้ • เพิ่มช่อง Email, เบอร์โทร, ยืนยันรหัสผ่านในฟอร์มสมัคร (+2 รายการ)",1.5.0,0,2026-01-16T00:00:00.000Z,system
99,supsup,version_update,อัพเดท v1.4.0,อัพเดท v1.4.0,เพิ่มระบบ Reset Password ผ่าน OTP ทาง Email • ใช้ Resend สำหรับส่ง OTP Email (+1 รายการ),เพิ่มระบบ Reset Password ผ่าน OTP ทาง Email • ใช้ Resend สำหรับส่ง OTP Email (+1 รายการ),1.4.0,0,2026-01-16T00:00:00.000Z,system
100,supsup,version_update,อัพเดท v1.3.0,อัพเดท v1.3.0,เพิ่มระบบ Staff Chat แบบ Real-time ด้วย Socket.IO • เพิ่ม Floating Chat Widget ใช้งานได้ทุกหน้า (+1 รายการ),เพิ่มระบบ Staff Chat แบบ Real-time ด้วย Socket.IO • เพิ่ม Floating Chat Widget ใช้งานได้ทุกหน้า (+1 รายการ),1.3.0,0,2026-01-16T00:00:00.000Z,system
101,supsup,version_update,อัพเดท v1.2.0,อัพเดท v1.2.0,เพิ่มระบบ Borrow Tracker สำหรับยืม-คืนอุปกรณ์ระหว่างสาขา • รองรับ Import Excel/CSV สำหรับ Branches และ Items (+1 รายการ),เพิ่มระบบ Borrow Tracker สำหรับยืม-คืนอุปกรณ์ระหว่างสาขา • รองรับ Import Excel/CSV สำหรับ Branches และ Items (+1 รายการ),1.2.0,0,2026-01-16T00:00:00.000Z,system
102,supsup,version_update,อัพเดท v1.1.0,อัพเดท v1.1.0,เพิ่มระบบ Labor Cost Management • เพิ่มหน้า Daily Sales Report (+1 รายการ),เพิ่มระบบ Labor Cost Management • เพิ่มหน้า Daily Sales Report (+1 รายการ),1.1.0,0,2026-01-15T00:00:00.000Z,system
103,supsup,version_update,อัพเดท v1.0.0,อัพเดท v1.0.0,ระบบจองกะเริ่มต้น • ระบบ Login/Logout (+2 รายการ),ระบบจองกะเริ่มต้น • ระบบ Login/Logout (+2 รายการ),1.0.0,0,2026-01-01T00:00:00.000Z,system
107,admin,daily_report,Daily Report Submitted,รายงานประจำวัน 2026-04-02,Chanon Jaimool ส่งรายงานประจำวันที่ 2026-04-02 แล้ว,Chanon Jaimool ส่งรายงานประจำวันที่ 2026-04-02 แล้ว,daily_sales_2026-04-02,0,2026-04-03T00:52:59+07:00,chajai003
106,chajai003,version_update,อัพเดท v2.3.1,อัพเดท v2.3.1,แก้ไข Excel Import Grand Diamond — สูตรคำนวณ TC/TA ใน import flow ใช้ค่าที่ถูกต้อง • Labor Settings: ค่า default โหลดจาก DB อัตโนมัติเมื่อเปิดหน้า Settings,แก้ไข Excel Import Grand Diamond — สูตรคำนวณ TC/TA ใน import flow ใช้ค่าที่ถูกต้อง • Labor Settings: ค่า default โหลดจาก DB อัตโนมัติเมื่อเปิดหน้า Settings,2.3.1,1,2026-04-02T00:00:00.000Z,system
109,wasson001,version_update,อัพเดท v2.4.2,อัพเดท v2.4.2,"LINE Report: อัพเดท format ใหม่ — header 💎, Daily/MTD section, Restaurant (Dine In/Take Away + TC), DELIVERY, OSAT/Survey/Void/AddCheese/V-meal/UpSize, COL/Hour/OT/TCMH/SOS, WASTE, Roster (ถัดไป +1 วัน) • Roster date ในรายงาน LINE ใช้วันถัดจากวันที่รายงาน (เพื่อแสดงตารางงานของวันพรุ่งนี้) (+1 รายการ)","LINE Report: อัพเดท format ใหม่ — header 💎, Daily/MTD section, Restaurant (Dine In/Take Away + TC), DELIVERY, OSAT/Survey/Void/AddCheese/V-meal/UpSize, COL/Hour/OT/TCMH/SOS, WASTE, Roster (ถัดไป +1 วัน) • Roster date ในรายงาน LINE ใช้วันถัดจากวันที่รายงาน (เพื่อแสดงตารางงานของวันพรุ่งนี้) (+1 รายการ)",2.4.2,0,2026-04-02T00:00:00.000Z,system
110,wasson001,version_update,อัพเดท v2.4.1,อัพเดท v2.4.1,แก้ไข Delivery Daily ในตาราง Settings — คำนวณจากผลรวม Grab + LINE MAN + Shopee + BK App + Robin + GoKOO อัตโนมัติ • Fallback: ถ้าไม่มีข้อมูล channel ใดเลย ระบบจะอ่านค่า salesDelivery เดิมแทน,แก้ไข Delivery Daily ในตาราง Settings — คำนวณจากผลรวม Grab + LINE MAN + Shopee + BK App + Robin + GoKOO อัตโนมัติ • Fallback: ถ้าไม่มีข้อมูล channel ใดเลย ระบบจะอ่านค่า salesDelivery เดิมแทน,2.4.1,0,2026-04-02T00:00:00.000Z,system
111,wasson001,version_update,อัพเดท v2.4.0,อัพเดท v2.4.0,"Chann AI: เพิ่ม 7 tools ใหม่ — readStaffChat, getWeeklySalesReport, sendStaffChatMessage, createAnnouncement, deleteAnnouncement, approveSwapRequest, rejectSwapRequest • Chann AI: Manager สามารถให้ Chann ส่งข้อความใน Staff Chat กลุ่มได้โดยตรง (real-time via Socket.IO) (+2 รายการ)","Chann AI: เพิ่ม 7 tools ใหม่ — readStaffChat, getWeeklySalesReport, sendStaffChatMessage, createAnnouncement, deleteAnnouncement, approveSwapRequest, rejectSwapRequest • Chann AI: Manager สามารถให้ Chann ส่งข้อความใน Staff Chat กลุ่มได้โดยตรง (real-time via Socket.IO) (+2 รายการ)",2.4.0,0,2026-04-02T00:00:00.000Z,system
112,wasson001,version_update,อัพเดท v2.3.2,อัพเดท v2.3.2,แก้ไข Excel Import (GSI Sales Management Sheet) — ระบบค้นหาชีทที่ใช่อัตโนมัติ (ชื่อ 'sales management' หรือ score COL_MAP สูงสุด) • รองรับ header 2 แถว ใน GSI sheet — ผสานค่าจาก header แถวบน+ล่างก่อน map คอลัมน์,แก้ไข Excel Import (GSI Sales Management Sheet) — ระบบค้นหาชีทที่ใช่อัตโนมัติ (ชื่อ 'sales management' หรือ score COL_MAP สูงสุด) • รองรับ header 2 แถว ใน GSI sheet — ผสานค่าจาก header แถวบน+ล่างก่อน map คอลัมน์,2.3.2,0,2026-04-02T00:00:00.000Z,system
113,wasson001,version_update,อัพเดท v2.3.1,อัพเดท v2.3.1,แก้ไข Excel Import Grand Diamond — สูตรคำนวณ TC/TA ใน import flow ใช้ค่าที่ถูกต้อง • Labor Settings: ค่า default โหลดจาก DB อัตโนมัติเมื่อเปิดหน้า Settings,แก้ไข Excel Import Grand Diamond — สูตรคำนวณ TC/TA ใน import flow ใช้ค่าที่ถูกต้อง • Labor Settings: ค่า default โหลดจาก DB อัตโนมัติเมื่อเปิดหน้า Settings,2.3.1,0,2026-04-02T00:00:00.000Z,system
108,chajai003,version_update,อัพเดท v2.4.1,อัพเดท v2.4.1,แก้ไข Delivery Daily ในตาราง Settings — คำนวณจากผลรวม Grab + LINE MAN + Shopee + BK App + Robin + GoKOO อัตโนมัติ • Fallback: ถ้าไม่มีข้อมูล channel ใดเลย ระบบจะอ่านค่า salesDelivery เดิมแทน,แก้ไข Delivery Daily ในตาราง Settings — คำนวณจากผลรวม Grab + LINE MAN + Shopee + BK App + Robin + GoKOO อัตโนมัติ • Fallback: ถ้าไม่มีข้อมูล channel ใดเลย ระบบจะอ่านค่า salesDelivery เดิมแทน,2.4.1,1,2026-04-02T00:00:00.000Z,system
150,wasson001,version_update,อัพเดท v2.4.3,อัพเดท v2.4.3,"เพิ่ม 'viewer' role — user ที่ใช้ร่วมกัน bk1040 / bk1040 • Viewer เข้าได้เฉพาะ: Sales Report (Dashboard, Daily, Weekly, Reports, Manual) และ Handbook (+3 รายการ)","เพิ่ม 'viewer' role — user ที่ใช้ร่วมกัน bk1040 / bk1040 • Viewer เข้าได้เฉพาะ: Sales Report (Dashboard, Daily, Weekly, Reports, Manual) และ Handbook (+3 รายการ)",2.4.3,0,2026-04-05T00:00:00.000Z,system
149,bk1040,version_update,อัพเดท v1.0.0,อัพเดท v1.0.0,ระบบจองกะเริ่มต้น • ระบบ Login/Logout (+2 รายการ),ระบบจองกะเริ่มต้น • ระบบ Login/Logout (+2 รายการ),1.0.0,1,2026-01-01T00:00:00.000Z,system
115,bk1040,version_update,อัพเดท v2.4.2,อัพเดท v2.4.2,"LINE Report: อัพเดท format ใหม่ — header 💎, Daily/MTD section, Restaurant (Dine In/Take Away + TC), DELIVERY, OSAT/Survey/Void/AddCheese/V-meal/UpSize, COL/Hour/OT/TCMH/SOS, WASTE, Roster (ถัดไป +1 วัน) • Roster date ในรายงาน LINE ใช้วันถัดจากวันที่รายงาน (เพื่อแสดงตารางงานของวันพรุ่งนี้) (+1 รายการ)","LINE Report: อัพเดท format ใหม่ — header 💎, Daily/MTD section, Restaurant (Dine In/Take Away + TC), DELIVERY, OSAT/Survey/Void/AddCheese/V-meal/UpSize, COL/Hour/OT/TCMH/SOS, WASTE, Roster (ถัดไป +1 วัน) • Roster date ในรายงาน LINE ใช้วันถัดจากวันที่รายงาน (เพื่อแสดงตารางงานของวันพรุ่งนี้) (+1 รายการ)",2.4.2,1,2026-04-02T00:00:00.000Z,system
116,bk1040,version_update,อัพเดท v2.4.1,อัพเดท v2.4.1,แก้ไข Delivery Daily ในตาราง Settings — คำนวณจากผลรวม Grab + LINE MAN + Shopee + BK App + Robin + GoKOO อัตโนมัติ • Fallback: ถ้าไม่มีข้อมูล channel ใดเลย ระบบจะอ่านค่า salesDelivery เดิมแทน,แก้ไข Delivery Daily ในตาราง Settings — คำนวณจากผลรวม Grab + LINE MAN + Shopee + BK App + Robin + GoKOO อัตโนมัติ • Fallback: ถ้าไม่มีข้อมูล channel ใดเลย ระบบจะอ่านค่า salesDelivery เดิมแทน,2.4.1,1,2026-04-02T00:00:00.000Z,system
117,bk1040,version_update,อัพเดท v2.4.0,อัพเดท v2.4.0,"Chann AI: เพิ่ม 7 tools ใหม่ — readStaffChat, getWeeklySalesReport, sendStaffChatMessage, createAnnouncement, deleteAnnouncement, approveSwapRequest, rejectSwapRequest • Chann AI: Manager สามารถให้ Chann ส่งข้อความใน Staff Chat กลุ่มได้โดยตรง (real-time via Socket.IO) (+2 รายการ)","Chann AI: เพิ่ม 7 tools ใหม่ — readStaffChat, getWeeklySalesReport, sendStaffChatMessage, createAnnouncement, deleteAnnouncement, approveSwapRequest, rejectSwapRequest • Chann AI: Manager สามารถให้ Chann ส่งข้อความใน Staff Chat กลุ่มได้โดยตรง (real-time via Socket.IO) (+2 รายการ)",2.4.0,1,2026-04-02T00:00:00.000Z,system
118,bk1040,version_update,อัพเดท v2.3.2,อัพเดท v2.3.2,แก้ไข Excel Import (GSI Sales Management Sheet) — ระบบค้นหาชีทที่ใช่อัตโนมัติ (ชื่อ 'sales management' หรือ score COL_MAP สูงสุด) • รองรับ header 2 แถว ใน GSI sheet — ผสานค่าจาก header แถวบน+ล่างก่อน map คอลัมน์,แก้ไข Excel Import (GSI Sales Management Sheet) — ระบบค้นหาชีทที่ใช่อัตโนมัติ (ชื่อ 'sales management' หรือ score COL_MAP สูงสุด) • รองรับ header 2 แถว ใน GSI sheet — ผสานค่าจาก header แถวบน+ล่างก่อน map คอลัมน์,2.3.2,1,2026-04-02T00:00:00.000Z,system
119,bk1040,version_update,อัพเดท v2.3.1,อัพเดท v2.3.1,แก้ไข Excel Import Grand Diamond — สูตรคำนวณ TC/TA ใน import flow ใช้ค่าที่ถูกต้อง • Labor Settings: ค่า default โหลดจาก DB อัตโนมัติเมื่อเปิดหน้า Settings,แก้ไข Excel Import Grand Diamond — สูตรคำนวณ TC/TA ใน import flow ใช้ค่าที่ถูกต้อง • Labor Settings: ค่า default โหลดจาก DB อัตโนมัติเมื่อเปิดหน้า Settings,2.3.1,1,2026-04-02T00:00:00.000Z,system
120,bk1040,version_update,อัพเดท v2.3.0,อัพเดท v2.3.0,"Chann AI: Quick Actions ใหม่ — แบ่งเป็น 4 หมวด (ภาพรวม, ยอดขาย, พนักงาน, ระบบ) พร้อม header label • Chann AI: ปุ่ม Copy บน message ของ Chann — hover เพื่อคัดลอกข้อความ (+3 รายการ)","Chann AI: Quick Actions ใหม่ — แบ่งเป็น 4 หมวด (ภาพรวม, ยอดขาย, พนักงาน, ระบบ) พร้อม header label • Chann AI: ปุ่ม Copy บน message ของ Chann — hover เพื่อคัดลอกข้อความ (+3 รายการ)",2.3.0,1,2026-03-24T00:00:00.000Z,system
151,chajai003,version_update,อัพเดท v2.4.3,อัพเดท v2.4.3,"เพิ่ม 'viewer' role — user ที่ใช้ร่วมกัน bk1040 / bk1040 • Viewer เข้าได้เฉพาะ: Sales Report (Dashboard, Daily, Weekly, Reports, Manual) และ Handbook (+3 รายการ)","เพิ่ม 'viewer' role — user ที่ใช้ร่วมกัน bk1040 / bk1040 • Viewer เข้าได้เฉพาะ: Sales Report (Dashboard, Daily, Weekly, Reports, Manual) และ Handbook (+3 รายการ)",2.4.3,1,2026-04-05T00:00:00.000Z,system
121,bk1040,version_update,อัพเดท v2.2.0,อัพเดท v2.2.0,"Notification Bell — กระดิ่งแจ้งเตือนใน header พร้อม badge จำนวนที่ยังไม่อ่าน • Event Notifications — แจ้งเตือนอัตโนมัติทุก event สำคัญ: คำขอผู้จัดการ, ยืมคืน, ตารางงาน, รายงาน (+1 รายการ)","Notification Bell — กระดิ่งแจ้งเตือนใน header พร้อม badge จำนวนที่ยังไม่อ่าน • Event Notifications — แจ้งเตือนอัตโนมัติทุก event สำคัญ: คำขอผู้จัดการ, ยืมคืน, ตารางงาน, รายงาน (+1 รายการ)",2.2.0,1,2026-03-22T00:00:00.000Z,system
122,bk1040,version_update,อัพเดท v2.1.5,อัพเดท v2.1.5,"แก้ไขไอคอน PWA/iOS แสดงไม่ถูกต้อง — เปลี่ยนจาก SVG เป็น PNG (192×192, 512×512) • ใช้ ImageMagick render PNG ก่อน deploy เพื่อหลีกเลี่ยงปัญหา font rendering ใน SVG context","แก้ไขไอคอน PWA/iOS แสดงไม่ถูกต้อง — เปลี่ยนจาก SVG เป็น PNG (192×192, 512×512) • ใช้ ImageMagick render PNG ก่อน deploy เพื่อหลีกเลี่ยงปัญหา font rendering ใน SVG context",2.1.5,1,2026-03-22T00:00:00.000Z,system
123,bk1040,version_update,อัพเดท v2.1.4,อัพเดท v2.1.4,แก้ไขไอคอน Browser Tab แสดงแค่ตัว 'C' — เปลี่ยน favicon จาก SVG เป็น PNG • SVG favicon ไม่รองรับ Google Fonts — ใช้ favicon.png แทนเพื่อแสดงโลโก้ CBH ถูกต้อง,แก้ไขไอคอน Browser Tab แสดงแค่ตัว 'C' — เปลี่ยน favicon จาก SVG เป็น PNG • SVG favicon ไม่รองรับ Google Fonts — ใช้ favicon.png แทนเพื่อแสดงโลโก้ CBH ถูกต้อง,2.1.4,1,2026-03-22T00:00:00.000Z,system
124,bk1040,version_update,อัพเดท v2.1.3,อัพเดท v2.1.3,Rebranding: เปลี่ยน app identity เป็น CBH (Chann Back House) เต็มรูปแบบ • โลโก้ใหม่: Data House icon (หลังคา + 3 bars + CBH text) gradient เขียวเข้ม #021008→#10b981 (+1 รายการ),Rebranding: เปลี่ยน app identity เป็น CBH (Chann Back House) เต็มรูปแบบ • โลโก้ใหม่: Data House icon (หลังคา + 3 bars + CBH text) gradient เขียวเข้ม #021008→#10b981 (+1 รายการ),2.1.3,1,2026-03-22T00:00:00.000Z,system
125,bk1040,version_update,อัพเดท v2.1.2,อัพเดท v2.1.2,Chann AI: อัพเกรดใช้ Claude (claude-sonnet-4-5) เป็น AI หลัก — ทั้ง tool calling และ streaming • Chann AI: เพิ่ม Model Selector — เลือก Claude / GPT-4o / Gemini ได้จาก UI (+4 รายการ),Chann AI: อัพเกรดใช้ Claude (claude-sonnet-4-5) เป็น AI หลัก — ทั้ง tool calling และ streaming • Chann AI: เพิ่ม Model Selector — เลือก Claude / GPT-4o / Gemini ได้จาก UI (+4 รายการ),2.1.2,1,2026-03-15T00:00:00.000Z,system
